Label,Discription,Price,Currency,Location,Catagory,Image
Spacious 3 room apartment in a new building Avet Avetisyan Street 180 sq.m. 3+ bathrooms,3 rm. 180 sq.m. 10/10 floor,220000000,AMD,Arabkir,4,https://s.list.am/g/947/70892947.webp
2 room apartment in a new building Komitas Avenue 50 sq.m. high ceilings second to last floor,2 rm. 50 sq.m. 10/11 floor,180000,USD,Arabkir,4,https://s.list.am/g/888/70892888.webp
2 room apartment Մովսես Խորենացու փողոց 62 sq.m. 11/16 floor major renovation,2 rm. 62 sq.m. 11/16 floor,115000,USD,Kentron,4,https://s.list.am/g/352/70793352.webp
2 room apartment Երվանդ Քոչարի փողոց 67 sq.m. 2/14 floor,2 rm. 67 sq.m. 2/14 floor,123000,USD,Kentron,4,https://s.list.am/g/053/70793053.webp
3 room apartment on Khorenatsi street 92 sq.m. 2 bathrooms 5/9 floor euro renovation,3 rm. 92 sq.m. 5/9 floor,145000,USD,Kentron,4,https://s.list.am/g/851/70892851.webp
2 room apartment on Dro street 74 sq.m. major renovation stone building,2 rm. 74 sq.m. 7/7 floor,90000,USD,Kanaker-Zeytun,4,https://s.list.am/g/843/70892843.webp
3 room apartment Arno Babajanyan Street 75 sq.m. 5/9 floor designer renovation,3 rm. 75 sq.m. 5/9 floor,120000,USD,Malatia-Sebastia,4,https://s.list.am/g/828/70892828.webp
3 room apartment Halabyan Street 71 sq.m. stone building,3 rm. 71 sq.m. 4/4 floor,83000,USD,Ajapnyak,4,https://s.list.am/g/800/69793800.webp
3 room apartment Johannes Lepsius Street 78 sq.m. second to last floor,3 rm. 78 sq.m. 8/9 floor,84000,USD,Kanaker-Zeytun,4,https://s.list.am/g/187/70741187.webp
2 room apartment in a new building Փավստոս Բուզանդի փողոց 60 sq.m. high ceilings 8/15 floor,2 rm. 60 sq.m. 8/15 floor,420000,USD,Kentron,4,https://s.list.am/g/742/70892742.webp
3 room apartment in Jermuk 73 sq.m. 3/5 floor cosmetic renovation,3 rm. 73 sq.m. 3/5 floor,28500,USD,Jermuk,4,https://s.list.am/g/815/50614815.webp
3 room apartment on Derenik Demirchyan street 73 sq.m. multiple balconies 3/5 floor,3 rm. 73 sq.m. 3/5 floor,135000,USD,Kentron,4,https://s.list.am/g/262/67669262.webp
2 room apartment Davidashen 3-rd block 64 sq.m. 10/14 floor cosmetic renovation,2 rm. 64 sq.m. 10/14 floor,88000,USD,Davitashen,4,https://s.list.am/g/028/66145028.webp
Spacious 2 room apartment in a new building Mesrop Mashtots Avenue 137 sq.m. high ceilings,2 rm. 137 sq.m. 10/10 floor,275000,USD,Kentron,4,https://s.list.am/g/414/61437414.webp
3 room apartment Komitas Avenue 75 sq.m. high ceilings major renovation stone building,3 rm. 75 sq.m. 3/3 floor,129000,USD,Arabkir,4,https://s.list.am/g/576/70892576.webp
3 room apartment Tigran Mets Avenue 99 sq.m. 1/5 floor major renovation stone building,3 rm. 99 sq.m. 1/5 floor,150000,USD,Kentron,4,https://s.list.am/g/316/66384316.webp
3 room apartment in a new building Aygestan 11th street deadlock 60 sq.m. high ceilings,3 rm. 60 sq.m. 4/6 floor,71500000,AMD,Kentron,4,https://s.list.am/g/424/70654424.webp
3 room apartment in a new building Khachik Muradyan Street 72 sq.m. 2 bathrooms,3 rm. 72 sq.m. 3/8 floor,106000,USD,Tsakhkadzor,4,https://s.list.am/g/412/65142412.webp
5 room apartment in Kanaker-Zeytun 137 sq.m. 2 bathrooms 1/6 floor major renovation,5 rm. 137 sq.m. 1/6 floor,270000,USD,Kanaker-Zeytun,4,https://s.list.am/g/775/69838775.webp
2 room apartment Gai avenue 64 sq.m. 7/12 floor,2 rm. 64 sq.m. 7/12 floor,78000,USD,Nor Nork,4,https://s.list.am/g/056/69859056.webp
3 room apartment Johannes Lepsius Street 78 sq.m. second to last floor,3 rm. 78 sq.m. 8/9 floor,84000,USD,Kanaker-Zeytun,4,https://s.list.am/g/187/70741187.webp
2 room apartment in a new building Փավստոս Բուզանդի փողոց 60 sq.m. high ceilings 8/15 floor,2 rm. 60 sq.m. 8/15 floor,420000,USD,Kentron,4,https://s.list.am/g/742/70892742.webp
3 room apartment in Jermuk 73 sq.m. 3/5 floor cosmetic renovation,3 rm. 73 sq.m. 3/5 floor,28500,USD,Jermuk,4,https://s.list.am/g/815/50614815.webp
3 room apartment on Derenik Demirchyan street 73 sq.m. multiple balconies 3/5 floor,3 rm. 73 sq.m. 3/5 floor,135000,USD,Kentron,4,https://s.list.am/g/262/67669262.webp
2 room apartment Davidashen 3-rd block 64 sq.m. 10/14 floor cosmetic renovation,2 rm. 64 sq.m. 10/14 floor,88000,USD,Davitashen,4,https://s.list.am/g/028/66145028.webp
Spacious 2 room apartment in a new building Mesrop Mashtots Avenue 137 sq.m. high ceilings,2 rm. 137 sq.m. 10/10 floor,275000,USD,Kentron,4,https://s.list.am/g/414/61437414.webp
3 room apartment Komitas Avenue 75 sq.m. high ceilings major renovation stone building,3 rm. 75 sq.m. 3/3 floor,129000,USD,Arabkir,4,https://s.list.am/g/576/70892576.webp
3 room apartment Tigran Mets Avenue 99 sq.m. 1/5 floor major renovation stone building,3 rm. 99 sq.m. 1/5 floor,150000,USD,Kentron,4,https://s.list.am/g/316/66384316.webp
3 room apartment in a new building Aygestan 11th street deadlock 60 sq.m. high ceilings,3 rm. 60 sq.m. 4/6 floor,71500000,AMD,Kentron,4,https://s.list.am/g/424/70654424.webp
3 room apartment in a new building Khachik Muradyan Street 72 sq.m. 2 bathrooms,3 rm. 72 sq.m. 3/8 floor,106000,USD,Tsakhkadzor,4,https://s.list.am/g/412/65142412.webp
5 room apartment in Kanaker-Zeytun 137 sq.m. 2 bathrooms 1/6 floor major renovation,5 rm. 137 sq.m. 1/6 floor,270000,USD,Kanaker-Zeytun,4,https://s.list.am/g/775/69838775.webp
2 room apartment Gai avenue 64 sq.m. 7/12 floor,2 rm. 64 sq.m. 7/12 floor,78000,USD,Nor Nork,4,https://s.list.am/g/056/69859056.webp
2 room apartment in a new building Khachik Muradyan Street 48 sq.m. multiple balconies 4/8 floor,2 rm. 48 sq.m. 4/8 floor,84000,USD,Tsakhkadzor,4,https://s.list.am/g/356/70688356.webp
3 room apartment in Maralik 78 sq.m. partial renovation stone building,3 rm. 78 sq.m. 5/5 floor,5500000,AMD,Maralik,4,https://s.list.am/g/570/68994570.webp
2 room apartment in a new building Կարապետ Ուլնեցու փողոց 69 sq.m. high ceilings 3/16 floor,2 rm. 69 sq.m. 3/16 floor,62190000,AMD,Kanaker-Zeytun,4,https://s.list.am/g/485/69317485.webp
2 room apartment 16th block 62 sq.m. 1/16 floor partial renovation,2 rm. 62 sq.m. 1/16 floor,70000,USD,Ajapnyak,4,https://s.list.am/g/484/70892484.webp
4 room apartment on Vilnyus street 87 sq.m. multiple balconies 3/9 floor euro renovation,4 rm. 87 sq.m. 3/9 floor,93000,USD,Nor Nork,4,https://s.list.am/g/581/67765581.webp
3 room apartment on Nikoghayos Tigranyan street 77 sq.m. multiple balconies stone building,3 rm. 77 sq.m. 5/5 floor,106000,AMD,Arabkir,4,https://s.list.am/g/624/67590624.webp
2 room apartment on Vilnyus street 43 sq.m. 6/9 floor major renovation,2 rm. 43 sq.m. 6/9 floor,63000,USD,Nor Nork,4,https://s.list.am/g/392/70892392.webp
3 room apartment in a new building on Nalbandyan street 75 sq.m. 6/10 floor major renovation,3 rm. 75 sq.m. 6/10 floor,275000,USD,Kentron,4,https://s.list.am/g/336/39498336.webp
3 room apartment Աբովյան փողոց 102 sq.m. 2 bathrooms 3/5 floor cosmetic renovation,3 rm. 102 sq.m. 3/5 floor,235000,USD,Kentron,4,https://s.list.am/g/383/68444383.webp
3 room apartment on Derenik Demirchyan street 82 sq.m. high ceilings 1/5 floor major renovation,3 rm. 82 sq.m. 1/5 floor,155000,USD,Kentron,4,https://s.list.am/g/185/39460185.webp
2 room apartment in a new building Չեխովի փողոց 54 sq.m. high ceilings 9/11 floor,2 rm. 54 sq.m. 9/11 floor,135000,USD,Shengavit,4,https://s.list.am/g/317/70892317.webp
3 room apartment on Rubiniants street 79 sq.m. 8/14 floor,3 rm. 79 sq.m. 8/14 floor,89000,USD,Kanaker-Zeytun,4,https://s.list.am/g/177/68682177.webp
1 room apartment Komitas Avenue 32 sq.m. second to last floor major renovation stone building,1 rm. 32 sq.m. 4/5 floor,81000,USD,Arabkir,4,https://s.list.am/g/349/69677349.webp
2 room apartment Sayat Nova avenue 56 sq.m. 14/16 floor cosmetic renovation,2 rm. 56 sq.m. 14/16 floor,124000,USD,Kentron,4,https://s.list.am/g/782/65674782.webp
5 room apartment Tigran Mets Avenue 110 sq.m. second to last floor euro renovation,5 rm. 110 sq.m. 2/3 floor,160000,USD,Kentron,4,https://s.list.am/g/881/31256881.webp
3 room apartment Ղազար Փարպեցու փողոց 82 sq.m. 6/10 floor major renovation,3 rm. 82 sq.m. 6/10 floor,215000,USD,Kentron,4,https://s.list.am/g/735/39465735.webp
3 room apartment Mesrop Mashtots Avenue 85 sq.m. second to last floor major renovation,3 rm. 85 sq.m. 4/5 floor,166000,USD,Kentron,4,https://s.list.am/g/944/57583944.webp
3 room apartment Улица Паруйра Севака 76 sq.m. multiple balconies stone building,3 rm. 76 sq.m. 4/4 floor,140000,USD,Kanaker-Zeytun,4,https://s.list.am/g/192/70892192.webp
2 room apartment on Luxemburg street 61 sq.m. 3/5 floor partial renovation,2 rm. 61 sq.m. 3/5 floor,66000,USD,Nor Nork,4,https://s.list.am/g/941/68907941.webp
3 room apartment on Dro street 100 sq.m. 2/5 floor euro renovation stone building,3 rm. 100 sq.m. 2/5 floor,140000,USD,Kanaker-Zeytun,4,https://s.list.am/g/083/67827083.webp
2 room apartment Tigran Mets Avenue 55 sq.m. high ceilings euro renovation stone building,2 rm. 55 sq.m. 4/4 floor,115000,USD,Kentron,4,https://s.list.am/g/374/44446374.webp
3 room apartment in a new building Forest Street 119 sq.m. 2 bathrooms high ceilings 5/14 floor,3 rm. 119 sq.m. 5/14 floor,223000,USD,Kentron,4,https://s.list.am/g/758/68031758.webp
4 room apartment Avan-Arinj 1st micro 107 sq.m. 4/9 floor cosmetic renovation,4 rm. 107 sq.m. 4/9 floor,105000,USD,Avan,4,https://s.list.am/g/310/68324310.webp
3 room apartment in a new building Nikogajos Tigranyan backstreet 80 sq.m. 2 bathrooms,3 rm. 80 sq.m. 6/12 floor,205000,USD,Arabkir,4,https://s.list.am/g/064/70791064.webp
1 room apartment Պարույր Սևակի փողոց 32 sq.m. 2/5 floor major renovation stone building,1 rm. 32 sq.m. 2/5 floor,67000,USD,Kanaker-Zeytun,4,https://s.list.am/g/492/70788492.webp
1 room apartment Tigran Mets Avenue 36 sq.m. stone building,1 rm. 36 sq.m. 5/5 floor,78000,USD,Kentron,4,https://s.list.am/g/160/31234160.webp
3 room apartment in a new building on Nikoghayos Tigranyan street 95 sq.m. 2 bathrooms,3 rm. 95 sq.m. 9/12 floor,240000,USD,Arabkir,4,https://s.list.am/g/962/70466962.webp
3 room apartment Մովսես Խորենացու փողոց 97 sq.m. 3/9 floor,3 rm. 97 sq.m. 3/9 floor,125000,USD,Kentron,4,https://s.list.am/g/396/31278396.webp
3 room apartment in a new building on Nikoghayos Adonts street 89 sq.m. 2 bathrooms high ceilings,3 rm. 89 sq.m. 3/8 floor,198000,USD,Arabkir,4,https://s.list.am/g/793/70457793.webp
4 room apartment in a new building Արաբկիրի 133 sq.m. 2 bathrooms high ceilings,4 rm. 133 sq.m. 5/8 floor,300000,USD,Arabkir,4,https://s.list.am/g/396/64725396.webp
4 room apartment Komitas Avenue 185 sq.m. 2 bathrooms multiple balconies 3/7 floor,4 rm. 185 sq.m. 3/7 floor,320000,USD,Arabkir,4,https://s.list.am/g/791/65224791.webp
3 room apartment Eghishe Tadevosyan Street 73 sq.m. 1/4 floor major renovation,3 rm. 73 sq.m. 1/4 floor,86000,USD,Shengavit,4,https://s.list.am/g/969/64115969.webp
2 room apartment on Sharuri street 50 sq.m. 2/4 floor,2 rm. 50 sq.m. 2/4 floor,55000,USD,Shengavit,4,https://s.list.am/g/240/66309240.webp
3 room apartment on Vagharsh Vagharshyan street 74 sq.m. second to last floor major renovation,3 rm. 74 sq.m. 4/5 floor,145000,USD,Arabkir,4,https://s.list.am/g/181/59299181.webp
2 room apartment on Taronts street 60 sq.m. 2 bathrooms 2/9 floor major renovation,2 rm. 60 sq.m. 2/9 floor,87000,USD,Shengavit,4,https://s.list.am/g/188/68426188.webp
4 room apartment in a new building Nikogajos Tigranyan backstreet 96 sq.m. 2 bathrooms,4 rm. 96 sq.m. 3/12 floor,195000,USD,Arabkir,4,https://s.list.am/g/865/64214865.webp
1 room apartment Eghishe Tadevosyan Street 36 sq.m.,1 rm. 36 sq.m. 4/4 floor,53000,USD,Shengavit,4,https://s.list.am/g/786/68414786.webp
3 room apartment on Nairi Zaryan street 79 sq.m. 2 bathrooms 4/9 floor major renovation,3 rm. 79 sq.m. 4/9 floor,118000,USD,Arabkir,4,https://s.list.am/g/616/68478616.webp
4 room apartment on Shirak street 100 sq.m. high ceilings second to last floor major renovation,4 rm. 100 sq.m. 3/4 floor,90000,USD,Shengavit,4,https://s.list.am/g/442/67010442.webp
2 room apartment in a new building Tbilisyan Highway 65 sq.m. high ceilings,2 rm. 65 sq.m. 5/5 floor,77000,USD,Arabkir,4,https://s.list.am/g/511/70157511.webp
1 room apartment Shahamiryanner Street 18 sq.m. 4/6 floor stone building,1 rm. 18 sq.m. 4/6 floor,21000,USD,Shengavit,4,https://s.list.am/g/103/68372103.webp
4 room apartment on Mamikonyants street 85 sq.m. multiple balconies 4/9 floor,4 rm. 85 sq.m. 4/9 floor,110000,USD,Arabkir,4,https://s.list.am/g/092/70715092.webp
3 room apartment on Shirak street 62 sq.m. 1/5 floor euro renovation stone building,3 rm. 62 sq.m. 1/5 floor,85000,USD,Shengavit,4,https://s.list.am/g/717/67712717.webp
3 room apartment Մարշալ Բաղրամյան պողոտա 67 sq.m. high ceilings euro renovation stone building,3 rm. 67 sq.m. 3/3 floor,150000,USD,Arabkir,4,https://s.list.am/g/262/67116262.webp
2 room apartment on Sharuri street 50 sq.m. second to last floor major renovation,2 rm. 50 sq.m. 3/4 floor,76000,USD,Shengavit,4,https://s.list.am/g/375/68867375.webp
1 room apartment Agatangeghos Street 42 sq.m. 7/11 floor cosmetic renovation,1 rm. 42 sq.m. 7/11 floor,105000,USD,Kentron,4,https://s.list.am/g/462/31239462.webp
2 room apartment on Taronts street 50 sq.m. 2/4 floor,2 rm. 50 sq.m. 2/4 floor,66000,USD,Shengavit,4,https://s.list.am/g/061/69250061.webp
3 room apartment in a new building Victor Hambardzumyan Street 126 sq.m. 2 bathrooms,3 rm. 126 sq.m. 10/12 floor,329000,USD,Arabkir,4,https://s.list.am/g/201/68979201.webp
3 room apartment Sundukyan Street 62 sq.m. multiple balconies 2/5 floor cosmetic renovation,3 rm. 62 sq.m. 2/5 floor,75000,USD,Ajapnyak,4,https://s.list.am/g/489/70234489.webp
4 room apartment Shirak street 1-st lane 130 sq.m. 2 bathrooms high ceilings 1/4 floor,4 rm. 130 sq.m. 1/4 floor,92000,USD,Shengavit,4,https://s.list.am/g/514/65361514.webp
2 room apartment in a new building in the center 85 sq.m. high ceilings 4/17 floor,2 rm. 85 sq.m. 4/17 floor,450000,USD,Kentron,4,https://s.list.am/g/675/52761675.webp
4 room apartment on Vahram Papazyan street 108 sq.m. 3/5 floor partial renovation stone building,4 rm. 108 sq.m. 3/5 floor,200000,USD,Arabkir,4,https://s.list.am/g/323/67814323.webp
Spacious 2 room apartment Vardanants Street 130 sq.m. 7/9 floor major renovation,2 rm. 130 sq.m. 7/9 floor,453000,USD,Kentron,4,https://s.list.am/g/154/66590154.webp
3 room apartment Saryan Street 90 sq.m. major renovation,3 rm. 90 sq.m. 11/11 floor,235000,USD,Kentron,4,https://s.list.am/g/976/63233976.webp
4 room apartment in a new building Hrachya Kochar Street 107 sq.m. 2 bathrooms high ceilings,4 rm. 107 sq.m. 5/7 floor,235000,USD,Arabkir,4,https://s.list.am/g/414/66170414.webp
3 room apartment Azatutyan Avenue 110 sq.m. second to last floor major renovation,3 rm. 110 sq.m. 4/5 floor,215000,USD,Arabkir,4,https://s.list.am/g/622/66503622.webp
4 room apartment on Kievyan street 93 sq.m. 2 bathrooms 7/9 floor major renovation,4 rm. 93 sq.m. 7/9 floor,213000,USD,Arabkir,4,https://s.list.am/g/775/67938775.webp
3 room apartment on Nalbandyan street 73 sq.m. second to last floor stone building,3 rm. 73 sq.m. 5/6 floor,210000,USD,Kentron,4,https://s.list.am/g/042/55614042.webp
3 room apartment Mesrop Mashtots Avenue 101 sq.m. 2 bathrooms high ceilings euro renovation,3 rm. 101 sq.m. 4/4 floor,255000,USD,Kentron,4,https://s.list.am/g/132/69058132.webp
3 room apartment in a new building Aram Street 120 sq.m. 2 bathrooms high ceilings,3 rm. 120 sq.m. 7/14 floor,550000,USD,Kentron,4,https://s.list.am/g/188/64630188.webp
3 room apartment on Teryan street 86 sq.m. high ceilings multiple balconies euro renovation,3 rm. 86 sq.m. 4/4 floor,360000,USD,Kentron,4,https://s.list.am/g/446/67386446.webp
4 room apartment Tpagrichner Street 135 sq.m. high ceilings second to last floor,4 rm. 135 sq.m. 3/4 floor,275000,USD,Kentron,4,https://s.list.am/g/633/69700633.webp
4 room apartment Komitas Avenue 160 sq.m. multiple balconies 4/7 floor,4 rm. 160 sq.m. 4/7 floor,205000,USD,Arabkir,4,https://s.list.am/g/404/68967404.webp
2 room apartment in a new building Byuzand Street 100 sq.m. high ceilings 12/16 floor,2 rm. 100 sq.m. 12/16 floor,535000,USD,Kentron,4,https://s.list.am/g/173/64783173.webp
3 room apartment Marshal Baghramyan avenue 67 sq.m. 2/5 floor stone building,3 rm. 67 sq.m. 2/5 floor,306000,USD,Arabkir,4,https://s.list.am/g/703/69764703.webp
4 room apartment in a new building on Yekmalyan street 133 sq.m. high ceilings,4 rm. 133 sq.m. 12/13 floor,500000,USD,Kentron,4,https://s.list.am/g/911/68026911.webp
3 room apartment in a new building Վահրամ Փափազյան փողոց 120 sq.m. 2 bathrooms high ceilings,3 rm. 120 sq.m. 4/14 floor,300000,USD,Arabkir,4,https://s.list.am/g/666/69666666.webp
3 room apartment in a new building on Qeri street 102 sq.m. high ceilings 8/18 floor,3 rm. 102 sq.m. 8/18 floor,255000,USD,Arabkir,4,https://s.list.am/g/531/69135531.webp
3 room apartment in a new building on Verin Antarayin street 107 sq.m. high ceilings 3/8 floor,3 rm. 107 sq.m. 3/8 floor,310000,USD,Kentron,4,https://s.list.am/g/232/67149232.webp
4 room apartment in a new building Komitas Avenue 155 sq.m. 3+ bathrooms high ceilings,4 rm. 155 sq.m. 8/17 floor,288000,USD,Arabkir,4,https://s.list.am/g/241/67358241.webp
3 room apartment Pushkin Street 97 sq.m. 6/9 floor euro renovation,3 rm. 97 sq.m. 6/9 floor,340000,USD,Kentron,4,https://s.list.am/g/398/69645398.webp
3 room apartment in a new building Նաիրի Զարյան փողոց 120 sq.m. high ceilings 4/16 floor,3 rm. 120 sq.m. 4/16 floor,286000,USD,Arabkir,4,https://s.list.am/g/814/69765814.webp
2 room apartment in a new building on Kievyan street 65 sq.m. high ceilings 3/5 floor,2 rm. 65 sq.m. 3/5 floor,200000,USD,Arabkir,4,https://s.list.am/g/978/70579978.webp
Spacious 4 room apartment in a new building on Nikoghayos Adonts street 323 sq.m. 2 bathrooms,4 rm. 323 sq.m. 9/9 floor,460000,USD,Arabkir,4,https://s.list.am/g/920/70582920.webp
4 room apartment in a new building Sayat Nova avenue 170 sq.m. 3+ bathrooms high ceilings,4 rm. 170 sq.m. 21/22 floor,880000,USD,Kentron,4,https://s.list.am/g/585/70582585.webp
3 room apartment Մեսրոպ Մաշտոցի պողոտա 100 sq.m. 2 bathrooms high ceilings designer renovation,3 rm. 100 sq.m. 5/5 floor,355000,USD,Kentron,4,https://s.list.am/g/176/70589176.webp
4 room apartment in a new building Նիկողայոս Ադոնցի փողոց 105 sq.m. high ceilings,4 rm. 105 sq.m. 10/10 floor,300000,USD,Arabkir,4,https://s.list.am/g/343/70591343.webp
6 room apartment Mesrop Mashtots Avenue 188 sq.m. 2 bathrooms multiple balconies,6 rm. 188 sq.m. 5/5 floor,385000,USD,Kentron,4,https://s.list.am/g/333/70593333.webp
3 room apartment in a new building Hrachya Kochar Street 122 sq.m. 2 bathrooms high ceilings,3 rm. 122 sq.m. 5/14 floor,240000,USD,Arabkir,4,https://s.list.am/g/800/66528800.webp
Spacious 4 room apartment in a new building on Teryan street 273 sq.m. 3+ bathrooms high ceilings,4 rm. 273 sq.m. 5/23 floor,1400000,USD,Kentron,4,https://s.list.am/g/859/62223859.webp
8 room apartment Karapet Ulnetsi Street 200 sq.m. 2 bathrooms high ceilings major renovation,8 rm. 200 sq.m. 5/5 floor,270000,USD,Kanaker-Zeytun,4,https://s.list.am/g/768/69332768.webp
5 room apartment Մովսես Խորենացու փողոց 250 sq.m. 3+ bathrooms high ceilings multiple balconies,5 rm. 250 sq.m. 4/5 floor,950000,USD,Kentron,4,https://s.list.am/g/148/70792148.webp
3 room apartment in a new building on Rostom street 130 sq.m. 2 bathrooms high ceilings,3 rm. 130 sq.m. 5/10 floor,400000,USD,Kentron,4,https://s.list.am/g/182/70792182.webp
